"Estacion","Muestra","Epoca","Fecha","Latitud","Longitud","Altitud","Temperatura","OxDisuelto","pH","Area","Profundidad","Velocidad","Conductividad","Turbidez","Familia","Individuos"
"Fri4",1,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,86.4,62.4,0.68,71.7,17.12,"Aeshnidae",1
"Fri4",1,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,86.4,62.4,0.68,71.7,17.12,"Chironomidae",13
"Fri4",1,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,86.4,62.4,0.68,71.7,17.12,"Glossiphoniidae",12
"Fri4",1,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,86.4,62.4,0.68,71.7,17.12,"Hyalellidae",130
"Fri4",1,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,86.4,62.4,0.68,71.7,17.12,"Physidae",8
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Aeshnidae",2
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Coenagrionidae",1
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Corixidae",17
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Gerridae",2
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Hyalellidae",1
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Naididae",1
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Notonectidae",6
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Physidae",57
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Planariidae",4
"Fri4",2,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,14.9,5.3,7.2,86.4,62.4,0.68,92,14,"Sphaeriidae",3
"Fri4",3,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,16.5,6.65,6.2,86.4,62.4,0.68,81.85,10.1,"Aeshnidae",2
"Fri4",3,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,16.5,6.65,6.2,86.4,62.4,0.68,81.85,10.1,"Corixidae",4
"Fri4",3,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,16.5,6.65,6.2,86.4,62.4,0.68,81.85,10.1,"Gerridae",11
"Fri4",3,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,16.5,6.65,6.2,86.4,62.4,0.68,81.85,10.1,"Notonectidae",1
"Fri4",3,"Lluvia",NA,4.89305555555556,-74.0493611111111,2563,16.5,6.65,6.2,86.4,62.4,0.68,81.85,10.1,"Physidae",10
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Aeshnidae",5
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Chironomidae",1
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Coenagrionidae",1
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Corixidae",3
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Hyalellidae",119
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Notonectidae",6
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,28.3,48.1,0.12,71.1,17.2,"Physidae",6
"Fri4",4,"Seca",NA,4.89305555555556,-74.0493611111111,2563,14.1,3.76,6.66,67.3,53.4,0.48,71.1,17.2,"Sphaeriidae",1
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Chironomidae",13
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Coenagrionidae",1
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Corixidae",5
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Glossiphoniidae",4
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Hyalellidae",15
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Naididae",1
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Notonectidae",4
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Physidae",27
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Planariidae",11
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Sphaeriidae",2
"Fri4",5,"Seca",NA,4.89305555555556,-74.0493611111111,2563,17.3,3.2,6.92,67.3,53.4,0.48,71,23.34,"Staphylinidae",1
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Aeshnidae",2
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Coenagrionidae",1
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Corixidae",10
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Gerridae",11
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Hyalellidae",14
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Notonectidae",11
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Physidae",35
"Fri4",6,"Seca",NA,4.89305555555556,-74.0493611111111,2563,19.2,3.95,6,67.3,53.4,0.48,86.6,47.76,"Planariidae",7
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Coenagrionidae",1
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Corixidae",2
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Gerridae",1
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Glossiphoniidae",3
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Hyalellidae",60
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Physidae",28
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Planariidae",1
"Fri3",1,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,66.4,57.3,0.46,67.8,14.32,"Planorbidae",2
"Fri3",2,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.2,5.03,8.07,67,41,0.56,87.8,22.98,"Corixidae",1
"Fri3",2,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.2,5.03,8.07,67,41,0.56,87.8,22.98,"Glossiphoniidae",4
"Fri3",2,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.2,5.03,8.07,67,41,0.56,87.8,22.98,"Hyalellidae",3
"Fri3",2,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.2,5.03,8.07,67,41,0.56,87.8,22.98,"Physidae",2
"Fri3",2,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.2,5.03,8.07,67,41,0.56,87.8,22.98,"Sphaeriidae",1
"Fri3",3,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.8,7.1,6.3,67,41,0.56,77.8,10.2,"Glossiphoniidae",5
"Fri3",3,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.8,7.1,6.3,67,41,0.56,77.8,10.2,"Hyalellidae",63
"Fri3",3,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.8,7.1,6.3,67,41,0.56,77.8,10.2,"Physidae",1
"Fri3",3,"Lluvia",NA,4.91085555555556,-74.0458388888889,2566,16.8,7.1,6.3,67,41,0.56,77.8,10.2,"Sphaeriidae",2
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Aeshnidae",3
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Chironomidae",2
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Corixidae",1
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Gerridae",1
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Glossiphoniidae",1
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Gyrinidae",1
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Hyalellidae",41
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Notonectidae",4
"Fri3",4,"Seca",NA,4.91085555555556,-74.0458388888889,2566,14.3,4.12,6.82,82.3,50.4,0.18,67.8,14.32,"Planariidae",12
"Fri3",5,"Seca",NA,4.91085555555556,-74.0458388888889,2566,21.37,3.53,7.3,82.3,50.4,0.18,60,36.4,"Glossiphoniidae",4
"Fri3",5,"Seca",NA,4.91085555555556,-74.0458388888889,2566,21.37,3.53,7.3,82.3,50.4,0.18,60,36.4,"Naididae",41
"Fri3",5,"Seca",NA,4.91085555555556,-74.0458388888889,2566,21.37,3.53,7.3,82.3,50.4,0.18,60,36.4,"Physidae",2
"Fri3",6,"Seca",NA,4.91085555555556,-74.0458388888889,2566,18.6,4.43,6,19.2,38.6,0.06,81.8,12.9,"Glossiphoniidae",6
"Fri3",6,"Seca",NA,4.91085555555556,-74.0458388888889,2566,18.6,4.43,6,19.2,38.6,0.06,81.8,12.9,"Naididae",1
"Fri3",6,"Seca",NA,4.91085555555556,-74.0458388888889,2566,18.6,4.43,6,19.2,38.6,0.06,81.8,12.9,"Physidae",4
"Fri3",6,"Seca",NA,4.91085555555556,-74.0458388888889,2566,18.6,4.43,6,19.2,38.6,0.06,81.8,12.9,"Sphaeriidae",2
"Fri2",1,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,87.6,53.2,0.38,66.2,22.89,"Glossiphoniidae",1
"Fri2",1,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,87.6,53.2,0.38,66.2,22.89,"Sphaeriidae",2
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Baetidae",7
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Corixidae",2
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Gerridae",1
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Hyalellidae",35
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Lymnaeidae",2
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Physidae",33
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Planariidae",21
"Fri2",2,"Lluvia",NA,4.92475,-74.0498611111111,2565,14.6,5.52,7.53,87.6,53.2,0.38,79,5.52,"Sphaeriidae",5
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Baetidae",2
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Corixidae",1
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Gerridae",4
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Hyalellidae",4
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Mesoveliidae",1
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Physidae",24
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Planariidae",1
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Simuliidae",1
"Fri2",3,"Lluvia",NA,4.92475,-74.0498611111111,2565,19.3,6.8,7.4,87.6,53.2,0.38,72.6,10.5,"Tipulidae",4
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Baetidae",2
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Chironomidae",1
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Glossiphoniidae",17
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Hyalellidae",59
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Hydrophilidae",1
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Naididae",8
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Physidae",6
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Planariidae",1
"Fri2",4,"Seca",NA,4.92475,-74.0498611111111,2565,14.4,4.06,6.64,31.4,63.5,0.05,66.2,22.89,"Sphaeriidae",1
"Fri2",5,"Seca",NA,4.92475,-74.0498611111111,2565,15.12,5.31,7.66,42,47.6,0.1,66,5.91,"Chironomidae",4
"Fri2",5,"Seca",NA,4.92475,-74.0498611111111,2565,15.12,5.31,7.66,42,47.6,0.1,66,5.91,"Glossiphoniidae",3
"Fri2",5,"Seca",NA,4.92475,-74.0498611111111,2565,15.12,5.31,7.66,42,47.6,0.1,66,5.91,"Hyalellidae",52
"Fri2",5,"Seca",NA,4.92475,-74.0498611111111,2565,15.12,5.31,7.66,42,47.6,0.1,66,5.91,"Physidae",10
"Fri2",5,"Seca",NA,4.92475,-74.0498611111111,2565,15.12,5.31,7.66,42,47.6,0.1,66,5.91,"Planariidae",2
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Corixidae",17
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Glossiphoniidae",1
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Gyrinidae",1
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Hyalellidae",67
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Physidae",13
"Fri2",6,"Seca",NA,4.92475,-74.0498611111111,2565,17.3,4.18,6,68.4,53.4,0.2,75.5,14.5,"Planariidae",29
"Fri1",1,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14,3.92,6.42,101.2,53.8,0.27,64.1,16.43,"Glossiphoniidae",2
"Fri1",1,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14,3.92,6.42,101.2,53.8,0.27,64.1,16.43,"Hyalellidae",51
"Fri1",1,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14,3.92,6.42,101.2,53.8,0.27,64.1,16.43,"Philopotamidae",1
"Fri1",1,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14,3.92,6.42,101.2,53.8,0.27,64.1,16.43,"Physidae",15
"Fri1",1,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14,3.92,6.42,101.2,53.8,0.27,64.1,16.43,"Sphaeriidae",29
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Aeshnidae",1
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Chironomidae",1
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Hyalellidae",23
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Notonectidae",1
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Physidae",37
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Planariidae",4
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Polycentropodidae",1
"Fri1",2,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,14.2,5.58,7.16,101.2,53.8,0.27,76,6.52,"Sphaeriidae",37
"Fri1",3,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,15.3,2.52,6.1,101.2,53.8,0.27,70.05,9.4,"Hyalellidae",13
"Fri1",3,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,15.3,2.52,6.1,101.2,53.8,0.27,70.05,9.4,"Physidae",14
"Fri1",3,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,15.3,2.52,6.1,101.2,53.8,0.27,70.05,9.4,"Sphaeriidae",21
"Fri1",3,"Lluvia",NA,4.92616666666667,-74.0682777777778,2572,15.3,2.52,6.1,101.2,53.8,0.27,70.05,9.4,"Tipulidae",2
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Baetidae",7
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Hyalellidae",34
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Hydrophilidae",2
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Naididae",2
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Philopotamidae",1
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Physidae",16
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Simuliidae",2
"Fri1",4,"Seca",NA,4.92616666666667,-74.0682777777778,2572,14.2,3.92,6.42,15.7,42.3,0.04,64.1,16.43,"Sphaeriidae",15
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Aeshnidae",1
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Corixidae",2
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Glossiphoniidae",1
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Hyalellidae",3
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Hydrophilidae",22
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Libellulidae",1
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Notonectidae",1
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Physidae",14
"Fri1",5,"Seca",NA,4.92616666666667,-74.0682777777778,2572,15.68,6.32,7.34,23,40.2,0.1,72,13.18,"Sphaeriidae",32
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Aeshnidae",2
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Chironomidae",3
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Corixidae",4
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Glossiphoniidae",1
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Hyalellidae",11
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Hydrophilidae",7
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Physidae",51
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Planariidae",11
"Fri1",6,"Seca",NA,4.92616666666667,-74.0682777777778,2572,19,3.16,6,23,40.2,0.1,74,20.39,"Sphaeriidae",67
"Fri5",1,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15.2,2.29,6.74,81.4,39.4,0.2,115.3,23.08,"Hyalellidae",8
"Fri5",1,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15.2,2.29,6.74,81.4,39.4,0.2,115.3,23.08,"Planariidae",2
"Fri5",1,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15.2,2.29,6.74,81.4,39.4,0.2,115.3,23.08,"Sphaeriidae",1
"Fri5",2,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15.6,1.75,7.1,81.4,39.4,0.2,116.5,26.6,"Glossiphoniidae",2
"Fri5",3,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15,4.4,6.2,81.4,39.4,0.2,115.9,39.49,"Glossiphoniidae",4
"Fri5",3,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15,4.4,6.2,81.4,39.4,0.2,115.9,39.49,"Lymnaeidae",4
"Fri5",3,"Lluvia",NA,4.85480555555556,-74.0675277777778,2554,15,4.4,6.2,81.4,39.4,0.2,115.9,39.49,"Naididae",5
